Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Davies B.,VAL,24,4,1,17:54,10,15,7,10,3,5,1,3,17,1,3,5,2,1,2,1,-
Happ E.,GRC,20,4,3,21:47,7,8,7,8,-,-,6,6,19,2,2,5,5,3,-,-,-
Jovic S.,VAL,13,5,9,24:36,6,8,5,5,1,3,-,-,11,1,4,4,3,4,-,-,-
Slaughter A. J.,GRC,13,3,3,26:46,4,11,2,4,2,7,3,4,11,-,3,2,2,2,-,-,-
Lammers B.,GRC,11,7,-,18:13,5,8,5,8,-,-,1,1,-11,4,3,1,1,1,-,2,-
Ojeleye S.,VAL,11,4,-,29:59,3,5,2,3,1,2,4,6,-13,-,4,-,-,-,1,-,-
Pelos P.,GRC,10,3,-,20:43,4,6,2,2,2,4,-,-,10,-,3,2,-,-,-,-,-
Albicy A.,GRC,9,3,4,33:24,3,11,3,5,-,6,3,5,14,1,2,1,1,2,-,2,-
Anderson J.,VAL,9,6,-,28:09,3,8,-,2,3,6,-,-,-21,1,5,2,-,1,1,2,-
Brussino N.,GRC,9,5,3,33:03,2,9,-,2,2,7,3,4,4,-,5,3,-,1,2,-,-
Lopez-Arostegui X.,VAL,7,4,-,15:54,2,5,1,3,1,2,2,2,-12,2,2,-,-,3,-,-,-
Robertson K.,VAL,6,4,1,24:14,2,7,-,-,2,7,-,-,4,1,3,3,1,6,-,-,-
Shurna J.,GRC,5,-,-,19:17,2,7,1,2,1,5,-,-,-2,-,-,2,1,-,1,-,-
Salvo M.,GRC,2,4,-,13:49,1,2,1,2,-,-,-,-,9,1,3,1,-,2,-,1,-
Pradilla J.,VAL,1,2,-,14:39,-,3,-,2,-,1,1,2,-11,1,1,1,1,1,-,-,-
Bassas F.,GRC,-,1,-,06:36,-,1,-,-,-,1,-,-,-6,-,1,2,-,2,-,-,-
Inglis D.,VAL,-,4,2,22:59,-,2,-,2,-,-,-,-,6,2,2,5,-,1,1,-,-
Kljajic J.,GRC,-,1,-,02:15,-,2,-,1,-,1,-,-,5,-,1,-,-,-,-,-,-
Landesberg S.,GRC,-,-,-,04:07,-,1,-,1,-,-,-,-,-13,-,-,-,-,-,-,1,-
Pangos K.,VAL,-,1,2,15:24,-,5,-,2,-,3,-,-,-19,-,1,4,1,2,-,-,-
Puerto J.,VAL,-,-,-,06:12,-,1,-,-,-,1,-,-,-2,-,-,-,-,1,1,-,-
