Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Davies B.,VAL,20,8,6,25:34,8,12,5,6,3,6,1,1,9,1,7,2,1,2,1,-,-
Anderson J.,VAL,18,-,1,24:56,5,9,2,3,3,6,5,6,13,-,-,4,1,1,-,-,-
Robinson D.,MAN,18,4,-,24:10,8,18,8,14,-,4,2,2,6,2,2,1,1,-,-,-,-
Badio B.,MAN,15,6,2,26:41,6,16,3,9,3,7,-,-,3,2,4,2,2,3,-,1,-
Pradilla J.,VAL,15,2,-,19:40,4,5,2,2,2,3,5,6,-8,1,1,4,-,1,-,-,-
Ojeleye S.,VAL,14,7,2,28:51,6,14,5,8,1,6,1,1,-5,3,4,-,-,1,-,-,-
Taylor B.,MAN,12,2,6,15:47,5,8,4,4,1,4,1,1,9,1,1,3,1,1,-,-,-
Jones C.,VAL,11,2,3,24:21,5,11,4,7,1,4,-,-,5,-,2,2,3,3,-,-,-
Geben M.,MAN,10,6,2,16:14,4,8,2,3,2,5,-,-,5,4,2,2,-,-,1,-,-
Oriola P.,MAN,10,6,-,17:31,4,8,4,8,-,-,2,3,-8,2,4,2,-,-,-,-,-
Williams T.,MAN,10,5,-,17:11,3,6,2,2,1,4,3,5,-1,1,4,3,2,1,-,-,-
Sagnia M.,MAN,8,4,3,19:05,3,5,2,2,1,3,1,1,-11,2,2,-,-,-,-,-,-
Steinbergs M.,MAN,6,1,1,18:05,2,6,-,1,2,5,-,-,-6,1,-,2,-,1,-,-,-
Inglis D.,VAL,5,3,1,17:12,2,3,2,3,-,-,1,1,9,-,3,3,-,1,-,1,-
Lopez-Arostegui X.,VAL,5,5,1,14:14,2,4,1,2,1,2,-,-,-7,1,4,1,-,3,-,-,-
Jovic S.,VAL,4,1,2,15:15,1,3,1,2,-,1,2,5,5,-,1,1,1,1,-,-,-
Perez D.,MAN,3,-,1,06:33,1,1,-,-,1,1,-,-,4,-,-,-,-,2,-,-,-
Claver V.,VAL,2,4,1,13:32,1,3,1,1,-,2,-,-,-5,-,4,1,-,1,-,-,-
Garcia D.,MAN,2,-,3,17:39,1,4,1,1,-,3,-,-,-9,-,-,2,-,1,-,-,-
Harper J.,VAL,2,-,-,06:15,1,3,1,3,-,-,-,-,-16,-,-,2,-,-,-,-,-
Mawugbe S.,MAN,2,2,-,03:43,1,1,1,1,-,-,-,-,5,-,2,3,1,-,-,-,-
Vaulet J.,MAN,2,4,2,17:21,1,3,1,1,-,2,-,-,13,1,3,-,-,-,-,-,-
Kaba A.,VAL,-,1,-,03:44,-,1,-,1,-,-,-,-,-10,-,1,1,-,1,-,-,-
Puerto J.,VAL,-,1,-,06:26,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
