Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Davies B.,VAL,23,1,1,26:53,-,-,5,9,2,5,7,9,3,14,7,-,-,1,2,2,-
Radebaugh J.,MUR,20,2,1,23:27,-,-,4,7,4,5,-,-,1,12,8,1,1,2,1,10,-
Anderson J.,VAL,15,1,1,19:16,-,-,2,4,3,3,2,2,4,7,5,-,-,-,1,3,-
Ennis D.,MUR,13,4,4,29:55,-,-,2,4,3,7,-,-,3,11,5,-,-,3,4,5,-
Kurucs R.,MUR,12,3,3,28:51,-,-,1,2,2,4,4,4,3,6,3,-,-,2,3,-,-
Sleva D.,MUR,12,7,4,26:05,-,-,4,6,1,3,1,1,4,9,5,-,3,5,3,2,-
Morin Y.,MUR,10,3,1,21:05,-,-,5,5,-,-,-,-,3,5,5,-,2,2,1,-,-
Diagne M.,MUR,9,2,2,18:55,-,-,2,3,-,1,5,6,2,4,2,-,-,-,-,-,-
Ojeleye S.,VAL,9,6,4,24:26,-,-,1,3,2,2,1,3,1,5,3,-,2,1,1,-,-
Inglis D.,VAL,7,5,3,15:46,-,-,3,6,-,-,1,2,1,6,3,-,2,-,2,-,-
Pradilla J.,VAL,5,4,1,22:39,-,-,2,4,-,3,1,2,2,7,2,-,3,1,1,2,-
Harper J.,VAL,4,1,1,10:01,-,-,1,3,-,1,2,2,3,4,1,-,-,1,-,-,-
Jones C.,VAL,4,1,-,17:51,-,-,2,3,-,-,-,-,1,3,2,-,1,3,4,-,-
Jovic S.,VAL,4,3,2,19:21,-,-,2,5,-,1,-,-,4,6,2,-,1,5,2,-,-
Lopez-Arostegui X.,VAL,4,4,2,23:52,-,-,1,3,-,2,2,4,1,5,1,-,2,2,1,-,-
Sant-Roos H.,MUR,4,5,3,26:12,-,-,-,4,-,2,4,6,-,6,-,-,2,2,-,-,-
Caupain T.,MUR,2,1,1,15:32,-,-,1,1,-,2,-,-,2,3,1,-,-,1,2,-,-
Puerto J.,VAL,2,-,-,08:37,-,-,-,-,-,-,2,2,2,-,-,-,-,2,1,-,-
Radovic N.,MUR,2,2,1,03:50,-,-,1,2,-,-,-,-,1,2,1,-,1,-,-,-,-
Claver V.,VAL,-,1,1,11:18,-,-,-,-,-,2,-,-,-,2,-,-,-,-,1,-,-
Hakanson L.,MUR,-,-,-,06:08,-,-,-,-,-,1,-,-,2,1,-,-,-,-,1,-,-
