Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Davies B.,VAL,17,2,3,20:41,5,11,5,10,-,1,7,7,17,1,1,4,1,1,-,1,-
Pradilla J.,VAL,14,4,-,22:02,6,8,5,6,1,2,1,2,1,1,3,3,3,2,1,-,-
Jovic S.,VAL,13,3,9,26:33,4,8,1,3,3,5,2,2,9,1,2,2,2,-,-,-,-
Sleva D.,MUR,12,8,-,25:54,4,10,2,5,2,5,2,2,-5,5,3,3,1,-,-,1,-
Ennis D.,MUR,10,2,4,20:56,3,11,1,3,2,8,2,2,-3,-,2,1,-,1,-,-,-
Inglis D.,VAL,10,5,1,15:41,5,8,5,8,-,-,-,-,-2,-,5,1,-,2,-,-,-
Radovic N.,MUR,10,5,1,12:44,4,6,4,5,-,1,2,2,-5,4,1,3,-,2,1,-,-
Sant-Roos H.,MUR,9,2,3,24:42,4,9,3,4,1,5,-,-,-,-,2,2,1,2,-,-,-
Ojeleye S.,VAL,7,1,-,13:53,3,4,2,2,1,2,-,-,5,-,1,-,-,1,-,-,-
Diagne M.,MUR,6,3,-,16:46,2,3,2,3,-,-,2,2,-9,3,-,3,-,1,1,-,-
Harper J.,VAL,6,1,1,09:04,2,4,1,1,1,3,1,2,6,-,1,1,1,-,-,-,-
Caupain T.,MUR,5,-,-,11:01,2,5,1,1,1,4,-,-,-5,-,-,-,1,1,-,-,-
Hakanson L.,MUR,5,3,3,20:23,1,6,-,1,1,5,2,3,-5,1,2,2,-,2,-,-,-
Radebaugh J.,MUR,5,4,1,18:43,2,8,1,2,1,6,-,-,-5,-,4,2,-,1,-,-,-
Claver V.,VAL,4,6,1,16:17,1,5,-,2,1,3,1,2,6,2,4,1,-,-,-,1,-
Kurucs R.,MUR,4,5,-,21:27,2,4,2,3,-,1,-,-,-8,1,4,1,1,2,-,-,-
Morin Y.,MUR,4,7,1,17:59,2,4,2,4,-,-,-,-,-7,3,4,-,-,1,-,-,-
Anderson J.,VAL,3,1,2,20:13,1,3,-,-,1,3,-,-,6,1,-,2,-,-,-,-,-
Jones C.,VAL,3,1,1,13:10,1,3,-,-,1,3,-,-,-4,1,-,1,1,2,-,-,-
Puerto J.,VAL,2,2,-,12:38,1,3,1,1,-,2,-,-,-,1,1,2,-,-,-,-,-
Lopez-Arostegui X.,VAL,1,2,2,22:58,-,3,-,1,-,2,1,2,6,-,2,1,2,-,-,-,-
Flores F.,MUR,-,1,-,02:35,-,-,-,-,-,-,-,-,2,-,1,1,-,-,-,-,-
