Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Lee P.,LYO,27,-,5,29,-,-,3,8,6,7,3,3,10,-,-,2,1,3,-,-,-
Shorts T.,PAR,24,4,2,27,-,-,7,13,2,5,4,5,-13,-,4,3,2,2,-,1,-
Ngouama M.,PAR,17,1,1,13,-,-,2,5,4,8,1,2,4,1,-,-,2,1,-,1,-
Hifi N.,PAR,13,2,3,25,-,-,1,1,3,7,2,4,-4,1,1,2,1,3,-,-,-
Luwawu-Cabarrot T.,LYO,12,2,-,23,-,-,4,7,1,5,1,1,-3,-,2,3,-,-,-,1,-
Lombahe-Kahudi C.,LYO,10,2,-,14,-,-,2,2,1,2,3,3,3,-,2,-,-,1,-,-,-
Ndiaye M.,LYO,10,7,2,27,-,-,5,6,-,3,-,2,9,4,3,2,1,2,1,-,-
Lauvergne J.,LYO,8,6,4,28,-,-,3,6,-,2,2,4,11,2,4,1,1,1,-,-,-
Simon J.,PAR,7,7,1,27,-,-,2,6,1,2,-,-,-3,2,5,3,-,-,-,-,-
De Colo N.,LYO,6,1,3,11,-,-,-,2,1,1,3,3,-,-,1,1,1,1,-,-,-
Herrera S.,PAR,5,-,-,15,-,-,-,-,1,4,2,3,-4,-,-,1,-,-,-,-,-
Jackson E.,LYO,5,2,2,25,-,-,1,3,1,2,-,-,20,1,1,4,-,-,-,-,-
Ward T.,PAR,5,3,2,32,-,-,-,1,1,2,2,2,-11,-,3,2,-,2,-,-,-
Lighty D.,LYO,4,2,-,19,-,-,1,2,-,-,2,2,-3,1,1,1,1,-,-,-,-
Fall Y.,LYO,2,5,-,13,-,-,1,5,-,-,-,-,-,3,2,1,-,1,1,-,-
Jantunen M.,PAR,2,1,-,22,-,-,-,-,-,2,2,2,-19,-,1,3,-,1,1,-,-
Kessens M.,PAR,2,6,2,18,-,-,1,2,-,-,-,-,5,2,4,2,1,1,-,-,-
Kratzer L.,PAR,2,5,-,10,-,-,1,1,-,-,-,-,1,3,2,5,1,3,-,-,-
Scott M.,LYO,2,2,1,12,-,-,1,2,-,-,-,-,-2,1,1,2,1,1,-,-,-
Sy B.,PAR,-,1,-,12,-,-,-,-,-,1,-,-,-1,1,-,4,-,1,-,-,-
