Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Osetkowski D.,UNI,21,5,1,16:53,8,14,3,5,5,9,-,-,2,1,4,-,-,-,-,-,-
Carter T.,UNI,19,1,3,20:50,8,11,6,7,2,4,1,2,3,-,1,4,-,1,-,-,-
Iroegbu I.,BAS,18,1,4,30:43,6,13,6,9,-,4,6,7,-23,-,1,1,1,1,-,1,-
Susinskas M.,BAS,16,-,1,20:14,4,5,1,2,3,3,5,5,5,-,-,4,1,1,-,-,-
Martinez S.,BAS,12,11,1,34:03,5,7,5,6,-,1,2,3,-32,4,7,-,2,-,-,-,-
Perry K.,UNI,12,1,7,16:40,3,5,2,3,1,2,5,7,29,-,1,2,-,1,-,-,-
Kalinoski T.,UNI,11,2,1,15:35,3,6,2,2,1,4,4,4,32,1,1,-,1,-,-,-,-
Taylor K.,UNI,11,6,4,18:35,4,5,3,3,1,2,2,4,29,-,6,1,-,1,-,-,-
Barreiro J.,UNI,8,1,1,21:28,2,5,1,3,1,2,3,4,-,-,1,1,-,-,-,-,-
Birch K.,BAS,8,8,2,17:53,4,10,4,10,-,-,-,1,-23,3,5,2,-,1,-,1,-
Thomas W.,UNI,8,3,1,17:10,4,5,4,5,-,-,-,-,26,-,3,2,-,-,-,-,-
Chery K.,BAS,7,1,-,19:35,2,6,2,3,-,3,3,4,-17,-,1,2,-,1,-,-,-
Kravish D.,UNI,7,4,1,15:31,3,3,2,2,1,1,-,-,17,-,4,-,-,-,1,-,-
Sima Y.,UNI,6,2,1,17:44,3,7,3,7,-,-,-,-,20,-,2,3,1,-,-,1,-
Colom Q.,BAS,5,2,4,18:39,2,5,1,1,1,4,-,-,-15,2,-,1,-,3,-,-,-
Diaz A.,UNI,5,2,7,21:34,2,3,1,2,1,1,-,-,3,-,2,2,5,1,-,1,-
Pons Y.,BAS,5,2,-,13:14,2,7,1,2,1,5,-,-,-22,-,2,2,-,-,-,1,-
Djordjevic S.,BAS,4,1,-,10:53,1,3,1,3,-,-,2,2,-2,-,1,2,-,1,-,-,-
Caicedo M.,BAS,2,1,1,07:31,1,5,1,2,-,3,-,-,-9,1,-,-,-,-,-,-,-
Lima A.,UNI,1,2,1,09:10,-,1,-,-,-,1,1,2,-1,1,1,2,-,-,2,-,-
Sorolla Menasanch J.,BAS,-,3,-,09:28,-,-,-,-,-,-,-,-,-7,-,3,1,-,1,2,-,-
Vila Martinez E.,BAS,-,2,-,08:57,-,5,-,2,-,3,-,-,-15,2,-,2,-,-,-,-,-
