Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Shorts T.,PAR,28,3,9,29,-,-,11,14,-,3,6,8,8,-,3,1,-,1,-,-,-
Hifi N.,PAR,24,1,3,26,-,-,4,6,5,9,1,1,14,-,1,4,-,1,-,1,-
Lauvergne J.,LYO,17,8,3,28,-,-,6,7,1,2,2,3,-7,3,5,3,1,1,-,-,-
Luwawu-Cabarrot T.,LYO,15,5,-,25,-,-,5,8,1,6,2,2,-5,1,4,3,-,2,-,-,-
De Colo N.,LYO,13,4,3,26,-,-,3,4,2,3,1,2,-2,1,3,3,2,2,-,-,-
Jackson E.,LYO,13,2,2,21,-,-,2,5,2,2,3,3,-6,1,1,3,-,1,-,1,-
Fall Y.,LYO,12,6,-,15,-,-,5,6,-,-,2,4,12,1,5,5,-,1,1,-,-
Jantunen M.,PAR,12,10,1,26,-,-,2,3,2,2,2,2,11,3,7,4,1,1,-,-,-
Lee P.,LYO,11,3,6,35,-,-,3,4,1,5,2,2,-1,-,3,2,-,2,-,-,-
Ngouama M.,PAR,9,3,1,9,-,-,1,2,1,5,4,6,-2,2,1,3,2,1,-,-,-
Simon J.,PAR,8,4,-,21,-,-,2,5,-,1,4,7,2,3,1,2,1,1,1,-,-
Ward T.,PAR,8,3,-,35,-,-,1,2,2,6,-,-,-1,1,2,1,1,-,-,-,-
Kratzer L.,PAR,6,3,-,29,-,-,3,6,-,-,-,-,9,1,2,3,-,-,-,-,-
Thomas D.,LYO,5,2,1,11,-,-,2,2,-,2,1,1,-2,-,2,1,-,-,-,-,-
Ndiaye M.,LYO,4,3,1,19,-,-,2,3,-,3,-,1,-13,-,3,2,-,-,-,-,-
Herrera S.,PAR,3,-,1,16,-,-,-,-,1,4,-,-,-7,-,-,2,-,-,-,-,-
Lighty D.,LYO,2,1,1,13,-,-,1,1,-,1,-,-,-4,-,1,1,-,1,-,-,-
Kessens M.,PAR,-,4,-,10,-,-,-,1,-,-,-,-,-4,-,4,3,1,-,-,-,-
Lombahe-Kahudi C.,LYO,-,-,-,7,-,-,-,-,-,-,-,-,-2,-,-,-,-,-,-,-,-
