Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Hornsby K.,BIL,22,4,1,27:36,5,9,1,2,4,7,8,8,14,1,3,3,1,3,-,-,-
Kullamae K.,BIL,13,4,1,17:44,3,9,2,4,1,5,6,6,9,-,4,3,2,1,-,-,-
Fernandez J.,BRE,12,4,-,23:06,5,9,5,8,-,1,2,3,-10,1,3,5,1,-,1,2,-
Momirov S.,BRE,12,7,2,32:43,4,11,3,5,1,6,3,3,-10,2,5,1,1,-,1,1,-
Garcia S.,BRE,10,5,4,24:28,3,5,1,1,2,4,2,2,-4,1,4,1,1,1,-,-,-
Pantzar M. J.,BIL,9,2,2,24:34,2,3,2,2,-,1,5,5,1,-,2,3,-,3,1,-,-
McLemore B.,BRE,8,2,3,26:43,2,15,1,7,1,8,3,4,-2,1,1,3,-,2,-,2,-
Renfroe A.,BIL,7,2,6,16:34,3,5,2,4,1,1,-,-,8,1,1,1,1,1,1,-,-
Quintela S.,BRE,6,3,3,12:35,2,3,2,3,-,-,2,2,-9,2,1,4,1,1,-,-,-
Rabaseda X.,BIL,6,2,2,12:20,2,2,-,-,2,2,-,-,9,-,2,-,-,1,-,-,-
Sakho J.,BRE,6,5,-,19:06,1,1,1,1,-,-,4,6,-7,2,3,4,2,1,-,-,-
Smith A.,BIL,6,2,3,18:39,3,11,3,7,-,4,-,-,-,-,2,3,1,1,-,2,-
Hlinason T.,BIL,5,3,-,19:02,2,5,2,5,-,-,1,2,3,1,2,4,-,1,-,-,-
Reyes A.,BIL,5,1,-,06:30,2,3,1,1,1,2,-,-,-3,1,-,1,-,-,-,-,-
Polite A.,BRE,4,1,-,09:30,1,1,-,-,1,1,1,2,2,-,1,3,1,-,-,-,-
Nakic T.,BRE,3,2,2,16:28,-,4,-,2,-,2,3,4,-2,1,1,1,-,2,-,2,-
Robinson J.,BRE,3,3,1,17:35,1,8,1,3,-,5,1,1,-9,1,2,-,-,4,-,1,-
Tsalmpouris G.,BIL,3,3,1,20:54,-,4,-,1,-,3,3,4,9,1,2,2,-,1,3,-,-
Andersson D.,BIL,2,5,-,20:11,1,2,1,1,-,1,-,-,2,1,4,4,1,-,2,-,-
De Ridder T.,BIL,2,3,-,15:56,1,1,1,1,-,-,-,-,8,-,3,2,1,1,1,-,-
Jogela M.,BRE,2,-,1,13:59,-,2,-,-,-,2,2,2,-4,-,-,1,-,-,-,-,-
Sajus M.,BRE,2,1,-,03:47,1,1,1,1,-,-,-,-,-5,1,-,1,-,1,-,-,-
