Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Killeya-Jones S.,BIL,21,2,-,20:18,8,13,8,13,-,-,5,5,-,1,1,1,-,3,-,-,-
Da Silva O.,BAR,20,6,1,22:01,8,12,7,11,1,1,3,5,-1,3,3,3,1,1,2,-,-
Kullamae K.,BIL,17,2,2,25:10,7,16,6,10,1,6,2,2,3,-,2,2,1,2,-,1,-
Parker J.,BAR,12,3,-,23:38,4,9,2,5,2,4,2,2,8,-,3,1,1,-,-,-,-
Jokubaitis R.,BAR,10,-,4,23:13,3,4,3,4,-,-,4,4,-6,-,-,2,-,2,-,-,-
Pantzar M. J.,BIL,10,6,-,24:31,3,4,2,3,1,1,3,4,-3,-,6,1,1,3,-,-,-
Vesely J.,BAR,10,5,-,19:29,5,9,5,9,-,-,-,-,3,1,4,4,2,1,-,-,-
Hlinason T.,BIL,9,8,1,19:42,3,4,3,4,-,-,3,4,-4,5,3,1,-,-,-,-,-
Laprovittola N.,BAR,9,3,3,20:23,2,7,1,1,1,6,4,5,11,-,3,1,1,5,-,-,-
Parra J.,BAR,8,2,1,25:10,3,11,2,4,1,7,1,2,-4,-,2,2,2,-,-,-,-
De Ridder T.,BIL,3,4,-,25:43,1,3,1,2,-,1,1,2,-2,-,4,4,1,-,-,-,-
Hornsby K.,BIL,3,3,1,23:57,1,8,-,2,1,6,-,-,7,-,3,4,1,2,-,-,-
Satoransky T.,BAR,3,1,1,15:33,1,4,-,2,1,2,-,-,8,-,1,4,-,3,-,-,-
Andersson D.,BIL,2,1,1,14:09,-,4,-,2,-,2,2,2,-2,1,-,3,-,-,-,1,-
Reyes A.,BIL,2,2,-,12:11,-,5,-,1,-,4,2,2,-11,-,2,1,1,1,-,-,-
Rabaseda X.,BIL,1,7,3,25:44,-,-,-,-,-,-,1,2,2,1,6,2,4,2,-,-,-
Abrines A.,BAR,-,6,-,16:43,-,4,-,1,-,3,-,-,13,1,5,1,-,-,-,-,-
Pauli O.,BAR,-,-,-,10:03,-,2,-,1,-,1,-,-,-9,-,-,-,-,-,-,-,-
Rigo T.,BIL,-,1,-,08:35,-,1,-,-,-,1,-,2,-10,-,1,1,-,1,-,-,-
Rubio R.,BAR,-,6,6,23:47,-,3,-,1,-,2,-,-,-3,2,4,2,1,1,-,-,-
