Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Moneke C.,BAS,16,1,2,21:55,5,9,5,5,-,4,6,7,8,-,1,-,-,1,-,-,-
Marinkovic V.,BAS,15,3,3,26:27,6,10,3,4,3,6,-,-,25,1,2,3,-,2,-,1,-
Miller-McIntyre C.,BAS,14,4,10,30:50,6,7,5,6,1,1,1,1,12,-,4,2,3,4,-,1,-
Koumadje C.,ALB,12,3,1,24:08,5,7,5,7,-,-,2,2,3,2,1,2,1,1,3,-,-
Thomas M.,ALB,12,1,1,22:09,3,8,1,3,2,5,4,4,4,-,1,1,1,-,-,-,-
Rapieque E.,ALB,11,2,-,05:21,3,5,1,2,2,3,3,3,1,2,-,-,-,-,-,-,-
Wetzell Y.,ALB,10,2,1,15:52,5,9,5,9,-,-,-,-,-20,2,-,2,1,3,-,2,-
Kotsar M.,BAS,9,4,-,20:08,4,5,4,5,-,-,1,2,6,-,4,1,-,1,-,-,-
Sedekerskis T.,BAS,9,3,2,26:14,2,3,2,3,-,-,5,5,9,-,3,1,1,-,-,1,-
Costello M.,BAS,8,9,3,19:52,4,11,4,6,-,5,-,1,11,3,6,4,1,-,4,-,-
Howard M.,BAS,8,2,2,20:28,3,10,1,2,2,8,-,-,7,-,2,3,-,2,-,1,-
Olinde L.,ALB,8,6,4,24:53,4,6,4,5,-,1,-,-,-1,2,4,2,1,1,-,-,-
Brown S.,ALB,7,2,2,22:06,3,7,2,4,1,3,-,-,-13,1,1,1,-,-,-,-,-
Rogavopoulos N.,BAS,7,2,-,14:38,3,5,2,2,1,3,-,-,11,1,1,2,-,1,-,-,-
Delow M.,ALB,3,3,4,19:11,-,4,-,1,-,3,3,4,-6,1,2,1,1,1,1,-,-
Hermannsson M.,ALB,3,3,8,23:48,1,5,-,2,1,3,-,-,-10,-,3,2,3,2,-,-,-
Samar Z.,ALB,3,6,2,16:12,1,8,-,3,1,5,-,-,-7,2,4,3,-,2,-,1,-
Mattisseck J.,ALB,2,2,-,16:34,1,5,1,3,-,2,-,-,-19,-,2,1,1,-,-,-,-
Theodore J.,BAS,2,1,-,09:10,1,2,1,2,-,-,-,-,5,-,1,1,-,-,-,-,-
Raieste S.,BAS,-,-,1,10:18,-,-,-,-,-,-,-,-,-9,-,-,2,-,-,-,-,-
Schneider T.,ALB,-,1,-,09:46,-,3,-,2,-,1,-,-,-17,1,-,3,-,1,-,1,-
