Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Harding J.,MOR,26,2,1,29:15,10,18,6,9,4,9,2,2,13,-,2,2,1,2,-,-,-
Badio B.,MAN,22,3,1,26:29,6,14,3,7,3,7,7,7,18,2,1,2,2,2,-,-,-
Robinson D.,MAN,22,6,2,28:31,8,16,7,12,1,4,5,6,8,-,6,4,1,2,2,-,-
Montero J.,MOR,16,4,4,31:51,4,6,3,3,1,3,7,8,6,-,4,2,3,3,-,-,-
Andric M.,MOR,14,1,3,22:52,5,9,4,5,1,4,3,3,8,-,1,3,-,-,-,-,-
Okoye S.,MOR,14,8,1,27:34,4,8,1,1,3,7,3,3,15,1,7,3,1,1,-,-,-
Maric M.,MOR,12,5,1,26:10,5,9,5,9,-,-,2,2,1,2,3,1,1,2,-,2,-
Williams T.,MAN,10,4,1,19:49,3,5,2,3,1,2,3,3,6,2,2,2,-,-,-,1,-
Garcia D.,MAN,8,1,6,21:15,3,6,1,2,2,4,-,-,-,1,-,1,-,1,-,-,-
Luz R.,MOR,8,3,2,13:15,3,4,2,3,1,1,1,2,6,1,2,1,1,3,-,-,-
Sagnia M.,MAN,8,4,1,19:42,3,8,3,6,-,2,2,2,-18,2,2,1,2,1,-,-,-
Steinbergs M.,MAN,6,1,1,15:18,2,5,1,3,1,2,1,2,-4,-,1,3,1,2,-,-,-
Geben M.,MAN,4,4,-,16:41,1,5,-,-,1,5,1,1,-15,1,3,3,1,2,-,-,-
Vaulet J.,MAN,4,1,-,11:55,2,4,2,2,-,2,-,-,-11,-,1,-,-,-,-,-,-
Madsen A.,MOR,3,4,1,17:08,1,5,1,4,-,1,1,2,-1,1,3,4,-,4,-,-,-
Perez T.,MOR,3,1,-,03:59,1,2,-,-,1,2,-,-,-2,-,1,-,-,1,-,-,-
Oriola P.,MAN,2,4,-,10:35,1,3,1,2,-,1,-,-,7,2,2,4,-,-,-,-,-
Perez D.,MAN,2,2,2,18:45,1,3,1,1,-,2,-,-,-7,1,1,3,1,3,-,-,-
Taylor B.,MAN,2,3,3,11:00,1,6,1,1,-,5,-,-,-19,1,2,-,-,2,-,-,-
dos Anjos F.,MOR,1,5,-,09:51,-,2,-,2,-,-,1,2,8,2,3,1,-,1,1,-,-
Borg T.,MOR,-,1,-,11:51,-,1,-,-,-,1,-,-,-5,1,-,4,1,1,-,-,-
Rubio Ninirola J.,MOR,-,1,1,06:14,-,2,-,-,-,2,-,-,-14,-,1,1,-,-,-,-,-
